"id","fecha_alta","ip_alta","fecha_ultimo_acceso","ip_ultimo_acceso","numero_votos","valoracion_votos","numero_comentarios","numero_imagenes","titulo","descripcion","telefono","fax","movil","pais","provincia","municipio","codigo_postal","url_web","latitud","longitud","descripcion_en","categoria","subcategoria","total_visitas","visible","preferencia","de_pago","fecha_ultima_actualizacion","email_contacto"
"","","","","","","","","","SAN JOSÉ","C/ La Plaza, 79, Barranco Hondo","922 50 96 58","","","+34","Santa Cruz de Tenerife","Candelaria",38510,"","28.3970533"," -16.3492800000000","","81","82","","","","","","barsanjose@gmail.com"
"","","","","","","","","","Madreselva","Avda. Marítima, 031. Edf. Chipaz - Local 11. Punta Larga. Candelaria","922 50 48 94","","","+34","Santa Cruz de Tenerife","Candelaria",38530,"","28.369737730528165"," -16.36289691785350","","81","82","","","","","",""
"","","","","","","","","","EL SEGOVIANO","Avda. Marítima, 033. Edf. Caletillas Beach - Local 11","922 50 12 09","","","+34","Santa Cruz de Tenerife","Candelaria",38530,"","28.3527556"," -16.370127","","81","82","","","","","","www.elsegoviano.es"
"","","","","","","","","","El que faltaba","C/ Llano de La Rosa, 29, Barranco Hondo. Candelaria","922 50 92 52","","","+34","Santa Cruz de Tenerife","Candelaria",38510,"","28.3953689"," -16.35590109999998","","81","82","","","","","",""
"","","","","","","","","","Cazadores","C/ San José, 160, Barranco Hondo. Candelaria","922 50 92 97","","","+34","Santa Cruz de Tenerife","Candelaria",38510,"","28.4012464"," -16.36016979999999","","81","84","","","","","",""
"","","","","","","","","","Parroquia","C/ Las Arenitas, 01. Edf. Geranios - Local 6. Caletillas. ","922 50 49 92 / 666 09 66 91","","","+34","Santa Cruz de Tenerife","Candelaria",38520,"","28.3527556"," -16.370127","","81","84","","","","","",""
"","","","","","","","","","Tascana","Avda. Marítima, 180. Edf. El Triángulo. Caletillas. Candelaria. ","922 50 22 44","","","+34","Santa Cruz de Tenerife","Candelaria",38520,"","28.374827808091077"," -16.36330031789839","","81","82","","","","","",""
"","","","","","","","","","Mcdonald´s ","Edificio Nuevo Mar, locales 1 y 2. Playa de Las Vistas. Los Cristianos","922 777 848","","","+34","Santa Cruz de Tenerife","Arona",38650,"","28.0515775"," -16.7221783999999","","81","82","","","","","",""
"","","","","","","","","","LOLI","C/ Las Arenitas, s/n. Local 7B","","","","+34","Santa Cruz de Tenerife","Candelaria",38530,"","28.369652138600852"," -16.3678379030898","","81","83","","","","","",""
"","","","","","","","","","IL MULINO","Avda. Marítima, 029. Res. Naiguatá - Bloque 4 - Local 01","822 02 89 83","","","+34","Santa Cruz de Tenerife","Candelaria",38530,"","28.3527556"," -16.370127","","81","82","","","","","",""
"","","","","","","","","","Asador Don Paco","Camino La Herradura. Subida De Las Cuevecitas","922 95 65 27","","","+34","Santa Cruz de Tenerife","Candelaria",38540,"","28.3584428"," -16.39883869999994","","81","82","","","","","",""
"","","","","","","","","","NICOLÁS","C/ Esteban Coello Pestano, s/n, Igueste","922 50 08 91/661 21 35 32","","","+34","Santa Cruz de Tenerife","Candelaria",38520,"","28.3824363"," -16.37323530000003","","81","84","","","","","",""
"","","","","","","","","","NÚÑEZ","C/ Esteban Coello Pestano, 12, Igueste","922 50 36 90","","","+34","Santa Cruz de Tenerife","Candelaria",38520,"","28.3824363"," -16.37323530000003","","81","84","","","","","",""
"","","","","","","","","","SANTAFÉ","Avda. Marítima, 009. Edf. La Güaira","922 95 63 68","","","+34","Santa Cruz de Tenerife","Candelaria",38530,"","28.3527556"," -16.370127","","81","83","","","","","",""
"","","","","","","","","","El Golem ","Avda. Marítima, 033. Edf. Caletillas Beach - Local 11 Punta Larga. Candelaria. ",922099855,608615485,"","+34","Santa Cruz de Tenerife","Candelaria",38530,"","28.3527556"," -16.370127","","81","82","","","","","","restauranteelgolem@hotmail.com"
"","","","","","","","","","LOS PITUFOS","Avda. Marítima, 171. Edf. Esperanza - Local 1","","","","+34","Santa Cruz de Tenerife","Candelaria",38520,"","28.36874586527231"," -16.36852454859763","","81","82","","","","","",""
"","","","","","","","","","Bar Karaoke Antonio","C/ Las Arenitas, 01. Edf. Geranios - Local 8","922 50 68 34","","","+34","Santa Cruz de Tenerife","Candelaria",38520,"","28.3527556"," -16.370127","","81","84","","","","","",""
"","","","","","","","","","Mistinguette","Calle Flor de Pascua, Edif Concanasa, 3 los Gigantes",922860757,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2439908"," -16.8413914000000","","81","82","","","","","",""
"","","","","","","","","","Sinatras","Plaza de la Bouganvilla, 7 los Gigantes",922860851,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.244211"," -16.84059070000000","","81","82","","","","","",""
"","","","","","","","","","Paraíso del Sol","Av José González Fortes, 12L-10 los Gigantes",922861948,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2446015"," -16.84043309999992","","81","82","","","","","",""
"","","","","","","","","","El Pescador","Calle Flor de Pascua, 3 los Gigantes",922860851,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2443836"," -16.8407697000000","","81","82","","","","","",""
"","","","","","","","","","las Rosas","Calle las Rosas, Puerto Santiago",922861571,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2404801"," -16.83994200000006","","81","82","","","","","",""
"","","","","","","","","","Miranda","Calle Flor de Pascua, 25 los Gigantes",922860851,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2435449"," -16.84067890000005","","81","82","","","","","",""
"","","","","","","","","","Moonlight","Avenida marítima, 3-5 Puerto Santiago",922867298,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2353516"," -16.84151150000002","","81","82","","","","","",""
"","","","","","","","","","Hong Kong 97","Calle Hibiscos, 1/L-2, los Gigantes",922867358,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2421008"," -16.8388727999999","","81","82","","","","","",""
"","","","","","","","","","Asturias","Plaza la Bouganvilla, 6 los Gigantes",922861423,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.244211"," -16.84059070000000","","81","82","","","","","",""
"","","","","","","","","","Restaurante Rincón Brasileño","Camino Real, 153. Agua García. Tacoronte","(922) 56 70 69","","","+34","Santa Cruz de Tenerife","Tacoronte",38350,"","28.463371808320268"," -16.40876770019531","","81","82","","","","","","rosaangeladacosta@hotmail.es"
"","","","","","","","","","Jessica","Calle los Guios, los Gigantes",922868055,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2464052"," -16.84141780000004","","81","82","","","","","",""
"","","","","","","","","","Jardín del Sol","Plaza de la Bouganvilla, los Gigantes",922860504,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.244211"," -16.84059070000000","","81","82","","","","","",""
"","","","","","","","","","el Faro","Calle Poblado marinero, 13 los Gigantes",922860851,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2458861"," -16.8422301000000","","81","82","","","","","",""
"","","","","","","","","","el Hotelito","Calle Poblado marinero, los Gigantes",922868025,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2458861"," -16.8422301000000","","81","82","","","","","",""
"","","","","","","","","","Tamara","Avenida José González Fortes, los Gigantes",922860011,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2428652"," -16.83942600000000","","81","82","","","","","",""
"","","","","","","","","","CHA PAULA","C/ San Felipe, 32","922 38 01 51","","","+34","Santa Cruz de Tenerife","Puerto de la Cruz (El)",38400,"","28.416462264608274"," -16.55378794705029","","81","82","","","","","",""
"","","","","","","","","","CASA EL RUBIO","C/ La Escuela, s/n","922 38 07 01","","","+34","Santa Cruz de Tenerife","Puerto de la Cruz (El)",38400,"","28.405222912810313"," -16.53418171423254","","81","82","","","","","",""
"","","","","","","","","","DA CANIO","C/ Marqués Villanueva del Prado, s/n","922 38 19 79","","","+34","Santa Cruz de Tenerife","Puerto de la Cruz (El)",38400,"","28.412272536115356"," -16.53679347073193","","81","82","","","","","",""
"","","","","","","","","","LA FIORENTINA","Avda. Aguilar y Quesada, 3","922 38 88 60","","","+34","Santa Cruz de Tenerife","Puerto de la Cruz (El)",38400,"","28.416153466747105"," -16.54350811251788","","81","82","","","","","",""
"","","","","","","","","","MAMMA ROSA","C/ El Lomo, 6","922 38 04 51","","","+34","Santa Cruz de Tenerife","Puerto de la Cruz (El)",38400,"","28.417181138827154"," -16.55237782018957","","81","82","","","","","",""
"","","","","","","","","","KOKO LOCO","C/ Mazaroco, 25","922 38 54 10","","","+34","Santa Cruz de Tenerife","Puerto de la Cruz (El)",38400,"","28.416558356208732"," -16.55411589163122","","81","82","","","","","",""
"","","","","","","","","","LA COFRADIA","C/ Las Lonjas, s/n","922 38 34 09","","","+34","Santa Cruz de Tenerife","Puerto de la Cruz (El)",38400,"","28.417851098012292"," -16.54921281355200","","81","82","","","","","",""
"","","","","","","","","","TEMPLO DEL VINO","C/ El Lomo, 2","922 37 41 64","","","+34","Santa Cruz de Tenerife","Puerto de la Cruz (El)",38400,"","28.417247191329515"," -16.5523027183371","","81","82","","","","","",""
"","","","","","","","","","240º","Avda. La Habana. Ctro. Com. San Telmo, local 5B. Playa de Los Cristianos.","922 10 23 10","","","+34","Santa Cruz de Tenerife","Arona",38650,"","28.2915637"," -16.62913040000000","","81","82","","","","","",""
"","","","","","","","","","Rincón de Juan Carlos","Paseo Jacaranda,4 los Gigantes",922860851,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2437934"," -16.84102830000006","","81","82","","","","","",""
"","","","","","","","","","El Laguillo","Calle Poblado marinero, 3 los Gigantes","922 868432","","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.245874"," -16.8422438999999","","81","82","","","","","",""
"","","","","","","","","","Pancho","Avenida marítima, 26 Playa la Arena",922860851,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2293797"," -16.84090860000003","","81","82","","","","","",""
"","","","","","","","","","Camber","Carretera General, 64 Puerto Santiago",922860851,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2357325"," -16.84101590000000","","81","82","","","","","",""
"","","","","","","","","","Paraiso","Calle los Angeles, 15 Puerto Santiago",922861062,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2384641"," -16.841025","","81","82","","","","","",""
"","","","","","","","","","Neptuno","Avenida marítima, 24 Edif Neptuno, Playa la Arena",922860163,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2293797"," -16.84090860000003","","81","82","","","","","",""
"","","","","","","","","","Pedro","Calle la Sirena, 10 Puerto Santiago",922860169,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2359363"," -16.84244899999998","","81","82","","","","","",""
"","","","","","","","","","Franziskener","","","","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2961444"," -16.81461130000002","","81","82","","","","","",""
"","","","","","","","","","Chicago Pizza Deep","Av Marítima CC Seguro de sol Playa la Arena",922862555,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2293797"," -16.84090860000003","","81","82","","","","","",""
"","","","","","","","","","Jardín del Sol","Calle Flor de Pascua, 1 los Gigantes",922860851,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2444699"," -16.84072620000006","","81","82","","","","","",""
"","","","","","","","","","The Blarney Stone","Av. Marítima, CC Seguro el Sol Playa la Arena",922862150,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2293797"," -16.84090860000003","","81","82","","","","","",""
"","","","","","","","","","Fettucine Inn","Paseo Agustín Herrera, Puerto Santiago ","","","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2376407"," -16.84127939999996","","81","82","","","","","",""
"","","","","","","","","","la Ola","Avenida marítima, CC Seguro de Sol, Playa la Arena",922860851,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2293797"," -16.84090860000003","","81","82","","","","","",""
"","","","","","","","","","el Mesón","Av Quinto Centenario, 54 Puerto Santiago",922860851,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2357325"," -16.84101590000000","","81","82","","","","","",""
"","","","","","","","","","el Patio","Avenida la Iglesia, 2 Santiago del Teide",922863204,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38684,"","28.2961444"," -16.81461130000002","","81","82","","","","","",""
"","","","","","","","","","Santiago del Teide","Avenida la Iglesia, 46 Santiago del Teide",922864019,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38684,"","28.2961444"," -16.81461130000002","","81","82","","","","","",""
"","","","","","","","","","Jardín Flor del Drago","Calle Manuel Ravelo, 1 Edif Proyco, Playa la Arena",922867505,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2293797"," -16.84090860000003","","81","82","","","","","",""
"","","","","","","","","","Vista Guama","Avenida Coronel Gorrin, 80 Tamaimo ",922863697,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38684,"","28.273821"," -16.81773620000001","","81","82","","","","","",""
"","","","","","","","","","la Caldera","Carretera a Alcalá, la Caldera, Tamaimo",922867337,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38684,"","28.2680167"," -16.81894910000005","","81","82","","","","","",""
"","","","","","","","","","Churrería el Kiosco","Plaza del Puerto de Pescadores, s/n. Candelaria","","","","+34","Santa Cruz de Tenerife","Candelaria",38530,"","28.3527556"," -16.370127","","81","83","","","","","",""
"","","","","","","","","","Churrería-chocolatería El Guanche","C/ Obispo Pérez Cáceres, 55. Edf. Yaracuy, 1. Candelaria. ","922 58 31 01/ 676 27 86 01","922 58 31 01","","+34","Santa Cruz de Tenerife","Candelaria",38530,"","28.3527556"," -16.370127","","81","83","","","","","",""
"","","","","","","","","","El Puente","Carretera General de Taganana, 4","","","","+34","Santa Cruz de Tenerife","San Cristóbal de la Laguna","","","28.560551652907925"," -16.2160348892211","","81","84","","","","","",""
"","","","","","","","","","Mi Pueblo","El Batán",922154101,"","","+34","Santa Cruz de Tenerife","San Cristóbal de la Laguna","","","28.54863996679498"," -16.30027770996093","","81","84","","","","","",""
"","","","","","","","","","La Trattoria","Avda. de las Américas. Parque Santiago III. Playa de Las Américas","922 79 31 13","","","+34","Santa Cruz de Tenerife","Arona",38660,"","28.0639452"," -16.73057560000006","","81","82","","","","","",""
"","","","","","","","","","Magic Lounge Bar","Pirçamide de Arona. Avd. Las Americas",922777628,"","","+34","Santa Cruz de Tenerife","Arona","","","28.0547857"," -16.73045189999993","","81","84","","","","","",""
"","","","","","","","","","Harry´s Bar Cocktails","Avda. de las Américas. Ctro. Com. Safari. ","922 77 76 28","","","+34","Santa Cruz de Tenerife","Arona","","","28.0547857"," -16.73045189999993","","81","84","","","","","",""
"","","","","","","","","","The Devon Arms ","C/Juan XXIII, 31. Los Cristianos ",922753647,"","","+34","Santa Cruz de Tenerife","Arona",38650,"http://www.freewebs.com/devonarms/","28.0513327"," -16.7199276999999","","81","84","","","","","",""
"","","","","","","","","","Restaurante La Vaca Loca","C/ Juan Reverón Sierra, 12. Los Cristianos","922 088 265 ","","","+34","Santa Cruz de Tenerife","Arona",38650,"http://www.restaurantevacaloca.com","28.0510666"," -16.7158815999999","","81","82","","","","","",""
"","","","","","","","","","Art Café Daniela","C/ Perdomo, 1",648266882,"","","+34","Santa Cruz de Tenerife","Puerto de la Cruz (El)",38400,"","28.4175944"," -16.5511516999999","","81","83","","","","","",""
"","","","","","","","","","Wok","C/ Mazaroco, 26 Edif. Daniela","922 38 61 36","","","+34","Santa Cruz de Tenerife","Puerto de la Cruz (El)",38400,"","28.4133926"," -16.54515579999997","","81","82","","","","","",""
"","","","","","","","","","Goymar","C/ Flores y Tolosa, 14. Chacona","922 51 09 60","","","+34","Santa Cruz de Tenerife","Güímar",38500,"","28.3202975"," -16.4146902999999","","81","82","","","","","",""
"","","","","","","","","","Finca Agro- ecológica El Carretón","C/ Camino del Taro,1 El Carretón ","922512276/ 620334300","","","+34","Santa Cruz de Tenerife","Arafo",38550,"http://www.fincaelcarretón.com","28.3302861"," -16.38690750000000","","81","82","","","","","","fincaelcarreton@hotmail.com"
"","","","","","","","","","Casona Santo Domingo","C/ Santo Domingo, 32","922 51 02 29","922 51 03 56","","+34","Santa Cruz de Tenerife","Güímar",38500,"http://www.casonasantodomingo.com","28.3134672"," -16.4117588000000","","81","82","","","","","","info@casonasantodomingo.com"
"","","","","","","","","","Tasca Garabato","Avda. Litoral Agache, 60. La Puente","922 52 80 84","","","+34","Santa Cruz de Tenerife","Güímar",38509,"","28.2479807"," -16.3998851999999","","81","82","","","","","","chamaecytisus@hotmail.com"
"","","","","","","","","","El Rincón de Tara","C/ Imeldo Serís, 2 ","922 51 42 27","","","+34","Santa Cruz de Tenerife","Güímar",38500,"","28.3162868"," -16.411842","","81","82","","","","","",""
"","","","","","","","","","Malola","Camino del Melosar, s/n","922 51 32 70","","","+34","Santa Cruz de Tenerife","Güímar",38550,"http://www.tascamamalola.com","28.317227"," -16.4132537000000","","81","82","","","","","",""
"","","","","","","","","","Casa Tato","Paseo Marítimo, 85. El Socorro","922 50 28 75","","","+34","Santa Cruz de Tenerife","Güímar",38508,"","28.3291976"," -16.36358369999993","","81","82","","","","","",""
"","","","","","","","","","Terraza Chibusque","Avda. Cristobal Colón , 3A. Puertito de Güímar","651 85 26 90","","","+34","Santa Cruz de Tenerife","Güímar",38508,"","28.2958437"," -16.3734279999999","","81","82","","","","","",""
"","","","","","","","","","El Refugio","C/ Hernan Cortés, 1. Puertito de Gúímar","922 52 84 81","","","+34","Santa Cruz de Tenerife","Güímar",38508,"","28.2965259"," -16.3755178000000","","81","82","","","","","",""
"","","","","","","","","","El Arepazo","C/ Santo Domingo, 20","922 51 37 46","","","+34","Santa Cruz de Tenerife","Güímar",38500,"","28.31463"," -16.41143520000002","","81","83","","","","","",""
"","","","","","","","","","Kiosco El Socorro","Avda. El Socorrro, 13 ","922 50 68 49","","","+34","Santa Cruz de Tenerife","Güímar",38509,"","28.3150287"," -16.39538229999993","","81","82","","","","","",""
"","","","","","","","","","El Patio Güímarero","Avda. Pérez Cáceres, 19","636 039 425","","","+34","Santa Cruz de Tenerife","Güímar",38500,"","28.3143994"," -16.41048769999997","","81","83","","","","","",""
"","","","","","","","","","Hamburguesería Cresti","Avda. Pérez Cáceres, 48","922 51 47 63","","","+34","Santa Cruz de Tenerife","Güímar",38500,"","28.3135302"," -16.41098750000003","","81","82","","","","","",""
"","","","","","","","","","Parada","Avda. Santa Cruz,  70","922 51 11 84","","","+34","Santa Cruz de Tenerife","Güímar",38500,"","28.319404"," -16.40720390000001","","81","82","","","","","",""
"","","","","","","","","","Finca Pepe","Camino Del Melosar, s/n","646 36 20 53","","","+34","Santa Cruz de Tenerife","Güímar",38500,"","28.472690169508155"," -16.24859833682421","","81","82","","","","","",""
"","","","","","","","","","Restaurante Folelé","Calle peatonal El Cabezo,2. (Plaza la Pescadora) frente al muelle. Playa de Los Cristianos","922792604 / 696127318","","","+34","Santa Cruz de Tenerife","Arona",38650,"","28.050445"," -16.71732270000006","","81","82","","","","","","www.folele.com"
"","","","","","","","","","Sabor Italiano","Avda. La Habana, 6. (frente a San Telmo). Playa de Los Cristianos","922 75 30 31","","","+34","Santa Cruz de Tenerife","Arona",38650,"","28.2915637"," -16.62913040000000","","81","82","","","","","",""
"","","","","","","","","","Bar-Restaurante El Mundial 82","C/ La Marina nº18 La Caleta de Interián","922 84 09 69","","","+34","Santa Cruz de Tenerife","Silos (Los)",38470,"","28.37627902703666"," -16.79513525945367","","81","82","","","","","","sergiopaal@hotmail.com"
"","","","","","","","","","Bar Restaurante La Piscina","Ctr. El Puertito s/n","639 462 811","","","+34","Santa Cruz de Tenerife","Silos (Los)",38470,"","28.37956399773997"," -16.81369578829617","","81","82","","","","","",""
"","","","","","","","","","Bar Abreu","Ctra. Gral., s/nº, Erjos",922136197,"","","+34","Santa Cruz de Tenerife","Silos (Los)",38470,"","28.32553786100435"," -16.80685186351183","","81","83","","","","","","info@casadelmontedelagua.com"
"","","","","","","","","","Cafetería Plaza del CIT","Avda. Maritíma, 176 Plaza del C.I.T. Caletillas. Candelaria","822 026 049","","","+34","Santa Cruz de Tenerife","Candelaria",38520,"","28.378304141616336"," -16.36222886969335","","81","83","","","","","",""
"","","","","","","","","","Bar Cafetería  Kiosco La Luz","Plaza La Luz nº9","922840004 – 922840012 – 922840026 ",92284017,"","+34","Santa Cruz de Tenerife","Silos (Los)",38470,"http://www.lossilos.es","28.366145006644015"," -16.81731659169","","81","83","","","","","","ayuntamiento@lossilos.es"
"","","","","","","","","","Pizzería La Escuela","Calle la Estrella nº27",922841679,"","","+34","Santa Cruz de Tenerife","Silos (Los)",38470,"http://https://www.facebook.com/laescuela.pizzerialossilos?sk=info","28.366366860955896"," -16.81948971730889","","81","82","","","","","","pizzeriaescuela@hotmail.es"
"","","","","","","","","","Bar Cafetería Sitos Bar""""","Calle Dr Jordán-frente al Centro de Salud.",636399377,"","","+34","Santa Cruz de Tenerife","Silos (Los)",38470,"","28.365479440925462"," -16.8171883819741","","81","83","","","","","","tomasgorrin@hotmail.com"
"","","","","","","","","","Bar Cafetería Aregume","Calle Felix Benítez de Lugo-frente a la gasolinera",922840966,"","","+34","Santa Cruz de Tenerife","Silos (Los)",38470,"","28.365007405970854"," -16.81847119296435","","81","83","","","","","",""
"","","","","","","","","","Cake Home Café","Calle Teobaldo Power, 9, Santa Cruz de tenerife","922 15 20 64","","","+34","Santa Cruz de Tenerife","Santa Cruz de Tenerife",38002,"http://www.facebook.com/CakeHomeCafe","28.452996148032607"," -16.2834548950195","","81","83","","","","","","cakehomecafe@gmail.com"
"","","","","","","","","","Restaurante la Casa del Pollo","Paseo Agustín Herrera, Puerto Santiago ",922862459,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2376407"," -16.84127939999996","","81","82","","","","","",""
"","","","","","","","","","Bar Rte Mencey","Avenida Coronel Gorrín, 56, Tamaimo",922863286,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38684,"","28.2703855"," -16.81727720000003","","81","82","","","","","",""
"","","","","","","","","","Restaurante Tamay","Avenida Coronel Gorrín, 46 Tamaimo",922863039,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38684,"","28.2701244"," -16.8183879000000","","81","82","","","","","",""
"","","","","","","","","","Restaurante Chinyero","Avenida General Franco, 28 Santiago del Teide",922864040,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38686,"","28.2953008"," -16.81506239999998","","81","82","","","","","",""
"","","","","","","","","","Cafeteria el Retamar","Carretera del Retamar, 22 el Retamar",922864226,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38684,"","28.2809724"," -16.81252510000001","","81","83","","","","","",""
"","","","","","","","","","Bar Restaurante Central","Calle los Angeles, 1 Puerto Santiago",922867233,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2394786"," -16.84068070000000","","81","82","","","","","",""
"","","","","","","","","","Bar arepera Girasol","Carretera Puerto, 4 Tamaimo",922863681,"","","+34","Santa Cruz de Tenerife","Santiago del Teide",38684,"","28.2340746"," -16.83315840000000","","81","82","","","","","",""
"","","","","","","","","","Folelé","C/ Juan Bariajo, 2. Los Crisitanos","922 79 26 04","","","+34","Santa Cruz de Tenerife","Arona",38650,"","28.0504938"," -16.71965269999998","","81","82","","","","","","info@folele.com"
"","","","","","","","","","Cafeteria el Solecito","Avenida Marítima, 45 Playa la Arena","922 862582","","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.2961444"," -16.81461130000002","","81","82","","","","","",""
"","","","","","","","","","Bar Pérez Cáceres ","Las Arenitas , 10 , local 5, Las Caletillas . Candelaria","922 03 00 99","","","+34","Santa Cruz de Tenerife","Candelaria",38530,"http://www.comerciocandelaria.es","28.37418338912536"," -16.3629854320606","","81","84","","","","","","violetacp2009@gmail.com"
"","","","","","","","","","Guachinche Los Cristianos","C/ La Paloma, 2. Playa de Los Cristianos","922 79 44 89","","","+34","Santa Cruz de Tenerife","Arona",38650,"","28.052014"," -16.7166667000000","","81","82","","","","","",""
"","","","","","","","","","Tasca Toño","Calle Camilo Jose Cela 28, Guargacho",922786330,"","","+34","Santa Cruz de Tenerife","San Miguel de Abona",38639,"","28.033197847676377"," -16.6317787114530","","81","82","","","","","",""
"","","","","","","","","","Pub Limbo","C/ Blanco, 19","922 38 83 15","","","+34","Santa Cruz de Tenerife","Puerto de la Cruz (El)",38400,"http://www.terrazalimbo.com","28.415135220951214"," -16.5501201152801","","81","84","","","","","","jorge@terrazalimbo.com "
"","","","","","","","","","Pub Pequeño Buda","C/ San Juan, 19","922 37 42 32","","","+34","Santa Cruz de Tenerife","Puerto de la Cruz (El)",38320,"http://pequebudapub.es.tl/Inicio.htm","28.416126023303377"," -16.54976606369018","","81","84","","","","","",""
"","","","","","","","","","Restaurante Comidas La Unión","C/ Paso Alto Nº 5 El Tanque Bajo",922136874,922136874,"","+34","Santa Cruz de Tenerife","Tanque (El)",38435,"http://www.comidaslaunion.com","28.362940753216098"," -16.76965188235044","","81","82","","","","","","comidaslaunion@telefonica.net"
"","","","","","","","","","La Taberna de Montse","Paseo Agustin Herrera 2 , Puerto de Santiago","922 86 26 57","","","+34","Santa Cruz de Tenerife","Santiago del Teide",38683,"","28.237872"," -16.8410459000000","","81","82","","","","","","latabernademontse@hotmail.com"
"","","","","","","","","","Trinidad","C/ Doña Trinidad, 9","922 84 10 95","","","+34","Santa Cruz de Tenerife","Buenavista del Norte",38479,"","28.3727951"," -16.85176300000000","","81","82","","","","","",""
"","","","","","","","","","Escobón, El","Morra de Jeba (Las Cuevecitas)","687 79 73 06","","","+34","Santa Cruz de Tenerife","Candelaria",38530,"","28.3540931"," -16.3710452999999","","81","82","","","","","",""
"","","","","","","","","","Leti","C/ Cueva la Teja, S/N Vera de Erques","","","","+34","Santa Cruz de Tenerife","Guía de Isora",38680,"","28.2111111"," -16.77833329999998","","81","82","","","","","",""
"","","","","","","","","","Abreu","C/ Villanueva, 97 Guía de Isora","","","","+34","Santa Cruz de Tenerife","Guía de Isora",38680,"","28.2136861"," -16.77413079999996","","81","82","","","","","",""
"","","","","","","","","","Don Gabo","C/ San Cristóbal, 60","","","","+34","Santa Cruz de Tenerife","Matanza de Acentejo (La)",38870,"","28.4382436"," -16.45396000000005","","81","82","","","","","",""
"","","","","","","","","","Ramón","Camino de los Gomez, trasera","","","","+34","Santa Cruz de Tenerife","Orotava (La)",38300,"","28.3943067"," -16.50743099999999","","81","82","","","","","",""
"","","","","","","","","","Torreón, El","C/ Centeno, 8 La Cruz Chica","922 63 68 89","","","+34","Santa Cruz de Tenerife","San Cristóbal de la Laguna",38297,"","28.4874009"," -16.31590610000000","","81","82","","","","","",""
"","","","","","","","","","Casa Juan","C/ Nilo Garcia Gonzalez, 14","610 36 78 56","","","+34","Santa Cruz de Tenerife","San Cristóbal de la Laguna",38206,"","28.4874009"," -16.31590610000000","","81","82","","","","","",""
"","","","","","","","","","Fariña","C/ San Cristóbal, 33","922 57 80 07","","","+34","Santa Cruz de Tenerife","Matanza de Acentejo (La)",38370,"","28.4382359"," -16.45481930000005","","81","82","","","","","",""
"","","","","","","","","","Lolo","C/ Francisco Rodriguez (Cuesta de Higa)","","","","+34","Santa Cruz de Tenerife","Orotava (La)",38300,"","28.3791739"," -16.5440095999999","","81","82","","","","","",""
"","","","","","","","","","Choza las cañas","C/ El Sauce, 19","","","","+34","Santa Cruz de Tenerife","Orotava (La)",38205,"","28.3826635"," -16.52144410000005","","81","82","","","","","",""
